text,hap_val,ang_val,sad_val,fea_val,dis_val,EMO_lab
"to pokazuje, że te dwie główne partie wspierają integrację europejską poza obszarami, o których się dyskutuje w świecie publicznym stworzenia nowego instrumentu, którego euro Karaczi chcieli przez lata i nigdy nie mieli",1.76,0.95,0.88,0.95,0.77,HAP
"w tej chwili notabene, nie ma odpowiedniego klimatu w Unii, aby zachęcać Polskę do tego, aby wprowadzała euro i sama sobie tym euro szkodziła mamy polską złotówkę i należy tak stymulować gospodarkę, aby opłacało się produkować tutaj w Polsce i zarabiać w Polsce",0.95,0.33,0.33,0.4,0.26,HAP
"mamy polską złotówkę i należy tak stymulować gospodarkę, aby opłacało się produkować tutaj w Polsce i zarabiać w Polsce opowiadam się za obniżką podatków",1.35,0.8,0.78,0.87,0.69,HAP
"potrzebny jest silny prezydent żeby się zaopiekował wszystkimi tymi, którzy dzisiaj zostali pozostawieni sami sobie",1.58,0.89,0.79,0.94,0.71,HAP
potrzebny jest silny prezydent żeby się zajął ratowaniem miejsc pracy,2.74,1.49,1.3,1.64,1.11,HAP
"dzisiaj trzeba zadawać trudne pytania rządzącym mamy prawo wiedzieć, czy dzieci wrócą do szkół i kiedy",1.9,1.09,0.95,1.33,0.89,HAP
"dzisiaj trzeba zadawać trudne pytania rządzącym mamy prawo wiedzieć, czy wreszcie będą normalne operacje terminowe i kiedy w polskich szpitalach",0.89,0.5,0.45,0.74,0.45,HAP
potrzebny jest silny prezydent żeby się zajął bezrobociem,2.21,1.24,1.1,1.31,0.99,HAP
przydałaby się bardziej szczepionka na nienawiść Robert Biedroń słucha dzisiejszych polityków,0.0,0.0,0.0,0.0,0.0,None
przydałaby się bardziej szczepionka na nienawiść chyba na nienawiść dzisiaj choruje polska klasa polityczna,0.38,0.22,0.22,0.23,0.17,HAP
"oczywiście dzisiaj rząd Prawa i Sprawiedliwości nas zawiódł rząd Prawa i Sprawiedliwości nie dotrzymał słowa, że będziemy bezpieczni w ich rękach",1.16,0.83,0.63,0.7,0.75,HAP
"rząd Prawa i Sprawiedliwośc zawiódł tych, którzy dzisiaj, na pierwszej linii walki z koronawirusem zostali zostawieni sami państwo, bo prezydent Rzeczypospolitej Polskiej był zajęty innymi sprawami",0.76,0.86,0.72,0.77,0.69,ANG
"Robert Biedroń zwrócił się już kilka tygodni temu do ministra zdrowia z prośbą o przedstawienie strategii wdrażania ewentualnej szczepionki rząd Prawa i Sprawiedliwośc zawiódł tych, którzy dzisiaj, na pierwszej linii walki z koronawirusem zostali zostawieni sami",0.93,0.76,0.63,0.77,0.62,HAP
"niestety w przypadku testów, tutaj też rząd polski Panie Prezydencie, zostawiliście Polaków samych trzeba było płacić sześćset złotych za szczepionki",0.99,1.17,0.95,1.15,0.89,ANG
"plączący się w swoich deklaracjach minister Szumowski minister Szumowski raz mówi, że wirus groźny",0.82,1.15,0.94,1.15,1.08,ANG
"plączący się w swoich deklaracjach minister Szumowski minister Szumowski raz mówi, że nie groźny",0.77,0.92,0.71,0.84,0.78,ANG
"plączący się w swoich deklaracjach minister Szumowski minister Szumowski raz mówi, aby nosić maseczki",0.88,0.91,0.7,0.75,0.79,ANG
"plączący się w swoich deklaracjach minister Szumowski minister Szumowski mówi raz, aby nie nosić maseczek",0.88,0.91,0.7,0.75,0.79,ANG
"plączący się w swoich deklaracjach minister Szumowski minister Szumowski raz mówi, że wybory będą za dwa lata",1.11,0.92,0.7,0.91,0.77,HAP
"plączący się w swoich deklaracjach minister Szumowski minister Szumowski raz mówi, że wybory będą za miesiąc",1.26,1.04,0.83,1.01,0.85,HAP
Krzysztof Bosak poważnie traktuje wyborców Krzysztof Bosak przyszedł dzisiaj z konkretnymi projektami ustaw,0.23,0.27,0.25,0.31,0.24,FEA
"ktoś tutaj nie traktuje nas do końca poważnie to wszystko jest jakaś komedia, w którą zostaliśmy wprzęgnięci",0.95,0.47,0.65,0.69,0.32,HAP
"Krzysztof Bosak przyszedł dzisiaj z projektem ustawy wprowadzającej podatek dochodowy, kwotę wolną pięć tysięcy każdy podatnik zyska po ustawie wprowadzającej podatek dochodowy, kwotę wolną",0.68,0.87,0.82,0.86,0.75,ANG
"trzeba Podziękować wszystkim służbom medycznym, ale także naukowcom służba zdrowia i naukowcy poświęcają często swoje życie po to, żeby stworzyć nową, bezpieczną szczepionkę przeciwko wirusom, w tym, temu, który nas w tej chwili zaatakował",1.06,0.52,0.56,0.78,0.56,HAP
"oczywiście szczepienia muszą być obowiązkowe obowiązkowe szczepienia to jedyna szansa, żeby w perspektywie roku a może dwóch wirus zniknął",1.54,1.02,0.84,1.17,0.82,HAP
"Waldemar Witkowski chce podziękować Policji i służbom, które muszą izolować zdrowych od chorych dzięki policji i służbom, które muszą izolować zdrowych od chorych ta liczba zakażeń tak gwałtownie nie wzrasta",1.25,0.7,0.74,0.84,0.58,HAP
"Mirosław Piotrowski prosi państwa o głos z x powodów Mirosław Piotrowski kandyduje na urząd Prezydenta Rzeczypospolitej Polskiej, ponieważ prezydent powinien być samodzielny",0.8,0.97,0.85,0.84,0.82,ANG
Mirosław Piotrowski prosi państwa o głos z x powodów Mirosław Piotrowski doskonale orientuje się w polityce wewnętrznej i zewnętrznej,0.48,0.72,0.68,0.67,0.68,ANG
Mirosław Piotrowski doskonale orientuje się w polityce wewnętrznej i zewnętrznej Mirosław Piotrowski ma piętnastoletnie doświadczenie w pracy na rzecz Polski w Parlamencie Europejskim,0.62,0.72,0.55,0.59,0.59,ANG
Mirosław Piotrowski  doprowadzi do ochrony każdego życia w Polsce z powodu x Mirosław Piotrowski jest katolikiem,0.78,0.4,0.44,0.49,0.35,HAP
Mirosław Piotrowski prosi państwa o głos z x powodów Mirosław Piotrowski jest za wydobywaniem potęgi polskiego rolnictwa i nowoczesnych technologii,0.59,0.54,0.54,0.58,0.48,HAP
Mirosław Piotrowski prosi państwa o głos z x powodów Mirosław Piotrowski jest za współpracą z Polonią i Polakami żyjącymi za granicą naszej ojczyzny,0.8,0.69,0.82,0.79,0.59,SAD
wbrew pozorom pytanie o szczepionkę Stanisław Żółtek uważa za ważne pytanie o szczepionkę dotyczy naszej wolności,1.55,0.87,0.72,1.16,0.76,HAP
nie warto było się szczepić zaszepieni się zarażą,0.45,0.51,0.52,0.73,0.57,FEA
"nie warto było się szczepić skoro inni się zaszczepili to znaczy, że nie mogą się zarazić",1.44,0.75,0.73,0.98,0.73,HAP
"argument, że ktoś nieszczepiony zarazi tych innych i dzięki temu będzie epidemia, jest beznadziejnie głupi skoro inni się zaszczepili to znaczy, że nie mogą się zarazić",1.08,0.93,0.86,0.93,0.79,HAP
"tak jak w Folwarku zwierzęcym czy w „orwellowskim” świecie już się od przymusu szczepionki albo jakichś tego typu zachowań nie uwolnimy raz pozwolimy na to, aby rząd zmusił nas na przykład do szczepionki albo jakichś tego typu zachowań, taką nam wolność odebrał",0.74,0.61,0.54,0.62,0.5,HAP
"nie ważne czy ta szczepionka będzie skuteczna, czy ona będzie, czy nie Sam fakt, że będziemy traktowani jak zwierzęta gospodarcze, że można nas zaszczepić siłą albo nie, że można nam dziecko odebrać, zaszczepić. Już sam ten fakt jest straszny, potworny",1.39,1.03,0.97,1.37,0.97,HAP
nie można ich nam robić pod przymusem nie wyrażamy zgody na zabiegi medyczne,1.98,0.87,0.78,1.11,0.84,HAP
nie można ich nam robić pod przymusem według prawa pacjentów mamy wyrażać zgody na zabiegi medyczne,1.46,0.89,0.92,1.18,0.86,HAP
"Paweł Tanajno jest zszokowany wśród wszystkich tu kandydatów na prezydenta nikt nie powiedział o tym, że prezydent powinien stać na straży praw pacjentów",1.15,1.09,1.13,1.16,0.91,FEA
przestańcie głosować na polityków chcecie naprawdę zmiany służby zdrowia,1.66,0.66,0.74,1.09,0.59,HAP
wybierzcie przedsiębiorcę chcecie naprawdę zmiany służby zdrowia,1.9,0.76,0.85,1.24,0.68,HAP
"przez ostatnie trzydzieści lat Polska stała się zakładnikiem siedemdziesięciolatków nawet jak ci siedemdziesięciolatkowie politycy pozwolą tutaj czterdziestoletnim kandydatom startować na ten ważny urząd, to nie ukrywajmy, to będą ich chłopcy na posyłki",0.76,0.99,0.95,1.01,0.75,FEA
"Mirosław Piotrowski jest przeciwny zbyt szybkiemu wprowadzaniu szczepionki wprowadzimy szczepionkę, a ona po dwóch, trzech latach da efekty uboczne, które naruszą nie tylko nasze ciało, ale nasza psychikę",0.68,0.28,0.32,0.44,0.27,HAP
"Mirosław Piotrowski jest przeciwny zbyt szybkiemu wprowadzaniu szczepionki wprowadzić w ogóle szczepionkę, to potrzebne są długoletnie badania. Minimum pięć lat",0.44,0.27,0.29,0.3,0.2,HAP
"wprowadzić w ogóle szczepionkę, to potrzebne są długoletnie badania. Minimum pięć lat są tu też wśród nas lekarze i chyba potwierdzą",1.07,0.67,0.67,0.76,0.51,HAP
"nie można zmuszać ludzi do tego, aby ich szczepić nie wiadomo czym profesor, lekarz odpowiedzialn za koronawirusa na całe województwo w Polsce twierdzi, że mamy już trzy koronawirusy",1.19,1.26,1.13,1.27,1.08,FEA
o zdrowie powinniśmy walczyć wszelkimi możliwymi środkami po prostu zdrowie to jest najważniejsza rzecz,1.98,0.94,0.91,1.2,0.76,HAP
Marek Jakubiak popiera Pana Tanajnę prezydentem powinien być przedsiębiorcą,0.81,0.68,0.57,0.53,0.62,HAP
dzisiaj potrzebna jest również budowa wspólnoty To jest dzisiaj sprawa absolutnie fundamentalna,1.67,0.86,0.88,1.1,0.78,HAP
"Rafał Trzaskowski  od samego początku mówił, że nie będę prezydentem opozycji totalnej Rafał Trzaskowski będzie współpracował z rządem tam, kiedy rząd będzie podejmował decyzje, które wzmocnią Polskę",1.06,1.03,0.77,0.97,0.86,HAP
"Rafał Trzaskowski będzie współpracował z rządem tam, kiedy rząd będzie podejmował decyzje, które wzmocnią Polskę Rafał Trzaskowski nie wyrazi  zgody na łamanie Konstytucji, na uwłaszczenie się na państwie, na próbę zawłaszczenia wszystkich niezależnych instytucji",0.89,0.73,0.58,0.72,0.64,HAP
"dzisiaj naprawdę nam potrzeba prezydenta o cechach x dzisiaj w Polsce potrzebny jest silny prezydent. Taki, który patrzy władzy na ręce. Taki, który zadaje trudne pytania.",1.64,1.14,0.92,1.19,0.92,HAP
"Andrzej Duda troszkę ze zdziwieniem słucha jak tutaj zwłaszcza panowie, którzy uczestniczyli przez osiem lat niektórzy z nich, w rządzie Donalda Tuska, niektórzy krócej, narzekają nad stanem obecnie polskiej służby zdrowia osiem lat czasu było, żeby naprawić stan polskiej służby zdrowia",0.94,0.49,0.47,0.64,0.44,HAP
"naprawiamy polską służbę zdrowia i służymy obywatelom. I sprawy się toczą w dobrym kierunku pieniądze są stąd, że kradzież została zablokowana",0.52,0.29,0.29,0.4,0.28,HAP
naprawiamy polską służbę zdrowia i służymy obywatelom. I sprawy się toczą w dobrym kierunku kradzież została zablokowana,0.6,0.34,0.34,0.46,0.32,HAP
"Andrzej Duda troszkę ze zdziwieniem słucha jak tutaj zwłaszcza panowie, którzy uczestniczyli przez osiem lat niektórzy z nich, w rządzie Donalda Tuska, niektórzy krócej, narzekają nad stanem obecnie polskiej służby zdrowia za rządów Tuska pięćdziesiąt miliardów VAT-u rocznie było kradzione i jakoś wtedy nie byli panowie z rządu Tuska tak odpowiedzialni, żeby temu zapobiec",0.88,0.77,0.64,0.79,0.67,HAP
"dzisiaj na polską służbę zdrowia wydawane jest ponad sto cztery miliardy za rządów Tuska, w dwa tysiące piętnastym roku na polską służbę zdrowia wydawane było ponad siedemdziesiąt miliardów złotych, na ochronę zdrowia",1.47,0.76,0.75,0.95,0.66,HAP
dzisiaj na polską służbę zdrowia wydawane jest ponad sto cztery miliardy kradzież została zablokowana,0.89,0.41,0.47,0.58,0.34,HAP
"Andrzej Duda troszkę ze zdziwieniem słucha jak tutaj zwłaszcza panowie, którzy uczestniczyli przez osiem lat niektórzy z nich, w rządzie Donalda Tuska, niektórzy krócej, narzekają nad stanem obecnie polskiej służby zdrowia dzisiaj na polską służbę zdrowia wydawane jest ponad sto cztery miliardy",0.97,0.54,0.52,0.69,0.47,HAP
"Andrzej Duda troszkę ze zdziwieniem słucha jak tutaj zwłaszcza panowie, którzy uczestniczyli przez osiem lat niektórzy z nich, w rządzie Donalda Tuska, niektórzy krócej, narzekają nad stanem obecnie polskiej służby zdrowia za rządów Tuska, w dwa tysiące piętnastym roku na polską służbę zdrowia wydawane było ponad siedemdziesiąt miliardów złotych, na ochronę zdrowia",1.16,0.66,0.6,0.79,0.58,HAP
"rząd kompletnie nie panuje nad tym, co się dzieje ludzie boją się o swoje miejsca pracy",1.62,1.16,0.88,1.16,0.91,HAP
"rząd kompletnie nie panuje nad tym, co się dzieje przedsiębiorcy boją się o swoje firmy, polskie firmy",0.59,0.58,0.38,0.48,0.5,HAP
"tylko jeżeli mówimy o gospodarce, to trzeba powiedzieć o tym olbrzymim chaosie, który dzisiaj obserwujemy w naszym kraju rząd kompletnie nie panuje nad tym, co się dzieje",1.72,1.12,0.93,1.37,0.97,HAP
"Rafał Trzaskowski mówi o tym, żeby się skupić na inwestycjach samorządowych powstawanie centrum rozwoju to wygeneruje miejsca pracy, tego dzisiaj potrzebujemy, inwestycji tu i teraz",1.01,0.6,0.56,0.7,0.42,HAP
"trzeba zacząć też od zmian ustrojowych będziemy tkwili w tym zwariowanym świecie, który tutaj skupia się jak w soczewce",1.16,0.68,0.71,0.95,0.61,HAP
"dzisiaj trzeba wprowadzić dobrowolny ZUS i to jest ratunek dla wielu firm dać szansę na oddychanie pełną piersią polskim przedsiębiorcom, którzy tworzą miejsca pracy",1.19,0.49,0.43,0.61,0.34,HAP
"dzisiaj trzeba wprowadzić dobrowolny ZUS i to jest ratunek dla wielu firm w polskich domach rozmawia się o problemach związanych ze spadkiem produkcji przemysłowej, sprzedażą, z miejscami pracy, z ratunkiem dla swoich firm, dla swoich rodzin",1.22,0.72,0.77,0.82,0.53,HAP
dzisiaj trzeba wprowadzić dobrowolny ZUS i to jest ratunek dla wielu firm nie wolno karać przedsiębiorców,0.16,0.51,0.51,0.54,0.4,FEA
"nie wolno karać przedsiębiorców doceńmy ludzi ciężkiej pracy, przez kwotę wolną od podatku wyższą",1.79,1.68,1.62,1.78,1.29,HAP
"trzeba odpowiadać dzisiaj na potrzebne, realne potrzeby gospodarki Nie możemy na to pozwolić",1.84,0.81,0.83,1.17,0.68,HAP
"trzeba odpowiadać dzisiaj na potrzebne, realne potrzeby gospodarki turystyka w zapaści, brakuje pieniędzy dla samorządów, trzeba dać im bon inwestycyjny, żeby mogli rozpocząć nowe inwestycje",0.82,0.58,0.66,0.79,0.43,HAP
"trzeba odpowiadać dzisiaj na potrzebne, realne potrzeby gospodarki edukacja niedofinansowana",1.14,0.6,0.62,0.88,0.52,HAP
"dla Władysława Kosiniaka-Kamysza nie ma ważniejszej sprawy niż przywrócenie w Polsce wspólnoty przez podział społeczny, przez konflikty jest zagrożone bezpieczeństwo Polski",0.36,0.46,0.47,0.51,0.36,FEA
"przez podział społeczny, przez konflikty jest zagrożone bezpieczeństwo Polski inni kandydaci też zauważyli x",0.47,0.71,0.7,0.73,0.53,FEA
"Dwudziestego ósmego czerwca możemy  skończyć rzecz x Władysława Kosiniaka-Kamysza nie interesuje  PO-PiS-owa wojna, w którą nas wciągają",0.58,0.47,0.53,0.6,0.46,FEA
"Rzecz x można zrobić tylko we współpracy Władysław Kosiniak-Kamysz w różnorodności, szanując różnorodność będzie budował jedność",1.01,0.41,0.44,0.49,0.34,HAP
"tylko Władysław Kosiniak-Kamysz jest w stanie, jako lekarz i jako polityk, samorządowiec, zszyć Polskę precyzyjnie, Polskę rozdartą dzisiaj na pół. dla Władysława Kosiniaka-Kamysza nie ma ważniejszej sprawy niż przywrócenie w Polsce wspólnoty",0.5,0.47,0.39,0.48,0.42,HAP
dla Władysława Kosiniaka-Kamysza nie ma ważniejszej sprawy niż przywrócenie w Polsce wspólnoty Władysława Kosiniaka-Kamysza nie interesują spory z przeszłości,0.33,0.27,0.25,0.29,0.21,HAP
Polska potrzebuje dzisiaj pokonać trzy kryzysy Rzecz x można zrobić tylko we współpracy,0.66,0.88,0.9,0.98,0.68,FEA
"nieprawdą jest że kontrkandydaci Szymona Hołowni są w stanie być prezydentem wszystkich Polaków, niezależnym od swoich partii Jeżeli zdejmiesz obrączkę  z palca, jeżeli ktoś każe ci ją na chwilę zdjąć, to przecież nie znaczy, że unieważniasz swoje małżeństwo",0.81,0.55,0.47,0.5,0.5,HAP
"nieprawdą jest że kontrkandydaci Szymona Hołowni są w stanie być prezydentem wszystkich Polaków, niezależnym od swoich partii podobnie jest z politykami",0.47,0.8,0.6,0.6,0.75,ANG
"kwestia rozdziału Kościoła od państwa, który trzeba wreszcie przeprowadzić dla dobra Kościoła i dla dobra państwa, to jedna rzeczywiście z najpilniejszych rzeczy, które trzeba w Polsce zrobić Szymon Hołownia nie wyobraża sobie życia w państwie, w którym ojciec Rydzyk przez dziewięć minut udziela reprymendy urzędującemu Prezydentowi Rzeczypospolitej",1.15,0.89,0.87,0.88,0.71,HAP
"trzeba i Szymon Hołownia zrobi to jako prezydent, natychmiast zlecić Najwyższej Izbie Kontroli audyt przepływów finansowych pomiędzy państwem a Kościołem Szymon Hołownia nie wyobraża sobie życia w państwie, w którym ojciec Rydzyk przez dziewięć minut udziela reprymendy urzędującemu Prezydentowi Rzeczypospolitej",1.22,0.91,0.88,0.92,0.74,HAP
"trzeba i Szymon Hołownia zrobi to jako prezydent, wyjaśnić kwestię opodatkowania Kościoła Szymon Hołownia nie wyobraża sobie życia w państwie, w którym ojciec Rydzyk przez dziewięć minut udziela reprymendy urzędującemu Prezydentowi Rzeczypospolitej",1.19,0.88,0.84,0.85,0.68,HAP
"trzeba i Szymon Hołownia zrobi to jako prezydent, zastanowić się nad funduszem kościelnym i pomóc Kościołowi, który najwyraźniej nie potrafi tego zrobić, bezwzględnie i do końca rozliczyć się ze wszystkimi przypadkami pedofilii Szymon Hołownia nie wyobraża sobie życia w państwie, w którym ojciec Rydzyk przez dziewięć minut udziela reprymendy urzędującemu Prezydentowi Rzeczypospolitej",0.98,0.73,0.72,0.75,0.55,HAP
"Szymon Hołownia z całą pewnością natychmiast mianuje swojego przedstawiciela w komisji państwowej do spraw wyjaśniania przypadków pedofilii trzeba i Szymon Hołownia zrobi to jako prezydent, zastanowić się nad funduszem kościelnym i pomóc Kościołowi, który najwyraźniej nie potrafi tego zrobić, bezwzględnie i do końca rozliczyć się ze wszystkimi przypadkami pedofilii",0.67,0.59,0.54,0.66,0.46,HAP
"Waldemar Witkowski chciałby, żeby dzisiaj lekcje religii też odbywały się w salach katechetycznych w kościołach fikcją jest religia w szkole, która powoduje, że część dzieci, która nie chce uczestniczyć w lekcjach religii, jest stygmatyzowana i tak naprawdę przymuszana do siedzenia w kątach",1.78,1.2,1.18,1.33,1.02,HAP
"religia i przygotowanie do Komunii Świętej powinna być też nie w szkole, a właśnie w kościele kościół to miejsce dla tych, którzy są katolikami, praktykują, a niekoniecznie szkoła, która powinna być świecka",1.46,1.19,1.06,1.2,0.95,HAP
"praktykowanie na siłę i wmuszanie wszystkim jednej religii nie jest metodą, która powinna być stosowana w szkole wyznawców różnych religii w Polsce jest wielu",1.65,1.1,0.99,1.26,0.86,HAP
"religia katolicka powinna być nauczana w szkołach polskich, ale także i w szkołach europejskich Europa była zakładana przez chrześcijańskich demokratów i o tym trzeba pamiętać",1.07,0.81,0.71,0.87,0.63,HAP
"Mirosław Piotrowski założył partię katolicką, która domaga się betonowej ochrony każdego życia i to zrealizuje Mirosław Piotrowski chce betonowej ochrony każdego życia od chwili poczęcia do naturalnej śmierci",1.6,0.98,1.09,1.18,0.87,HAP
"Mirosław Piotrowski chce betonowej, tak zwanej betonowej ochrony życia Mirosław Piotrowski musi powiedzieć, że nie ma większej wartości niż życie ludzkie",1.28,0.55,0.62,0.72,0.49,HAP
"w kraju jest mnóstwo ważnych problemów, a tematy jak lekcje religii, tematy LGBT uwielbiane przez Jarosława Kaczyńskiego, to jest niestety tylko zasłona dymna przed prawdziwymi problemami Polaków Paweł Tanajno chciał też powiedzieć, że bardzo nie podoba mu się to pytanie",0.98,0.75,0.79,0.92,0.63,HAP
"Paweł Tanajno ubolewa, że opozycja tak łatwo się wpisuje w tą grę Jarosława Kaczyńskiego w kraju jest mnóstwo ważnych problemów, a tematy jak lekcje religii, tematy LGBT uwielbiane przez Jarosława Kaczyńskiego, to jest niestety tylko zasłona dymna przed prawdziwymi problemami Polaków",0.76,0.77,0.79,0.81,0.6,FEA
"religia jest w szkołach, ale chodzą na nie te dzieci, których rodzice decydują, że dzieci po prostu na tę religię będą chodziły tak, że rodzice mają prawo do wychowywania dzieci zgodnie z własnymi przekonaniami, jest też w polsce z religią",1.52,0.92,0.87,0.96,0.76,HAP
"Władysław Kosiniak-Kamysz będzie dbać o szacunek dla tych, którzy poszukują Boga i dla niewierzących szacunek dla każdego to jest podstawa funkcjonowania w państwie",1.69,0.86,0.94,1.04,0.77,HAP
"Władysław Kosiniak-Kamysz będzie dbał o wolność religijną i o swobody religijne, ale też o szacunek dla każdego człowieka szacunek dla każdego to jest podstawa funkcjonowania w państwie",1.68,0.98,0.94,0.98,0.85,HAP
zdaniem Władysława Kosiniaka-Kamysza dzisiaj nie jest problemem czy lekcje religii odbywają się w szkołach w większości krajów europejskich lekcje religii odbywają sie w szkołach,1.67,1.39,1.36,1.52,1.16,HAP
"tak naprawdę w tej chwili nie ma żadnego konfliktu społecznego w sprawie tematu religii w szkołach ci rodzice, którzy chcą posłać dzieci na lekcje religii w szkole, posyłają je, ci którzy nie chcą, nie posyłają",1.72,1.23,1.23,1.36,1.02,HAP
dzisiaj wypada aby Andrzej Duda przeprosił Andrzej Duda popełnił wielki błąd,0.32,0.85,0.83,0.83,0.44,ANG
"religia to jest piękna opowieść, szczególnie o naszych korzeniach chrześcijańskich religia w szkołach to nie jest jakiś miraż wielki",1.04,0.88,0.84,0.96,0.71,HAP
"uniwersalne wartości chrześcijańskiej Europy są wykładane w naszych szkołach dzieciom, które chcą się tego uczyć myślenie nawet o wyrzucaniu religii ze szkoły jest błędem",1.48,1.22,1.12,1.25,0.87,HAP
będą mniejsze podatki będzie tańsze państwo,1.72,2.25,2.26,1.86,1.98,SAD
"dzisiaj państwo polskie przypomina Bizancjum setki samochodów, setki, tysiące, setki tysięcy urzędników i nic poza tym",0.69,0.75,0.61,0.63,0.59,ANG
"jesteśmy w stałym zagrożeniu, że Polska może stracić swoją tożsamość Budujemy lotnisko",1.61,0.66,0.74,1.07,0.48,HAP
"jesteśmy w stałym zagrożeniu, że Polska może stracić swoją tożsamość Po co nam Polska, przecież są Niemcy",0.69,0.38,0.38,0.53,0.24,HAP
"dzisiaj pora na Polskę Słupszczanie dokonali kiedyś zmiany, uwierzyli w nią",1.01,0.53,0.56,0.77,0.57,HAP
Zmieńmy rzecz x dzisiaj pora na Polskę,0.98,0.55,0.61,0.54,0.67,HAP
"Zmieńmy rzecz x wiemy dobrze, że rzeczy, o które walczyliśmy od lat, jak świeckie państwo, jak prawa kobiet, prawa zwierząt czyste powietrze, prawo do mieszkania, prawo do dobrej ochrony zdrowia jest na wyciągnięcie ręki",2.27,0.97,0.98,1.16,0.82,HAP
"Zmieńmy rzecz x To od nas będzie zależało, czy dokonamy tej zmiany",0.92,0.58,0.58,0.85,0.51,HAP
Zmieńmy rzecz x osoby x przez ostatnie pięć lat budowali Polskę zaściankową,1.23,0.75,0.88,0.93,0.58,HAP
"w związku z tym my jesteśmy ludźmi, którzy serdecznie przyjmują migrantów z Ukrainy i Białorusi, którzy żyją razem z migrantami z Ukrainy i Białorusi i od tej strony nie mamy problemu przede wszystkim jesteśmy narodem ludzi życzliwych",1.4,0.99,1.04,1.04,0.77,HAP
"w związku z tym my jesteśmy ludźmi, którzy serdecznie przyjmują migrantów z Ukrainy i Białorusi, którzy żyją razem z migrantami z Ukrainy i Białorusi i od tej strony nie mamy problemu migranci z Ukrainy i Białorusi są między nami, żyją między nami, pracują w naszym kraju",0.97,0.68,0.71,0.75,0.53,HAP
my życzliwie przyjmujemy migrantów z Ukrainy i Białorusi Ukraińcy i Białorusini chcą być w naszym kraju,0.84,0.33,0.37,0.41,0.31,HAP
"czas wzmocnić politykę zagraniczną, odbudować pozycję Polski w Unii Europejskiej i zająć miejsce w Wielkiej Brytanii tylko wtedy będziemy silni i bezpieczni",0.99,0.55,0.45,0.59,0.52,HAP
"Polska powinna współpracować z Kościołem katolickim, z Caritasem, z innymi organizacjami pozarządowymi do tego, by współpracować z Kościołem katolickim zobowiązuje nas nasza tradycja, nasza kultura i solidarność",0.46,0.45,0.39,0.42,0.35,HAP
"jeśli chodzi o migrantów, to Polska powinna utworzyć korytarze humanitarne, o których była kiedyś mowa są wciąż obszary objęte wojną",1.15,0.83,0.96,1.03,0.81,HAP
"natomiast jeśli chodzi o obozy pracy i zasieki, to Paweł Tanajno chciałby zauważyć, że zostaliśmy wprowadzeni na bardzo niebezpieczną drogę Polska staje się zasiekami stawianymi przez armię amerykańską i PiS prowadzi Polskę na arenę sporu, wojny między Wschodem a Zachodem",1.18,0.83,0.88,1.05,0.71,HAP
"wtedy nie będzie żadnego problemu, a tu będą przyjeżdżali uczciwi ludzie najważniejsze jest to, żeby tego socjalizmu nie wprowadzać i tym przyjezdnym nie dawać za darmo pieniędzy",0.94,0.67,0.68,0.8,0.55,HAP
"żaden z imigrantów nie ma prawa do zasiłków, socjali ani darmowych usług brak dostępu do zasiłków, socjali i darmowych usług spowoduje, że nie będą tu się się pchały darmozjady i ci, którzy chcą na zasiłkach żyć",0.62,0.95,1.04,1.01,0.73,SAD
"brak dostępu do zasiłków, socjali i darmowych usług spowoduje, że nie będą tu się się pchały darmozjady i ci, którzy chcą na zasiłkach żyć imigranci przyjeżdżają przecież po to, żeby żyć na zasiłkach, a nie po to, żeby pracować",0.87,1.15,1.27,1.23,0.88,SAD
"niestety, jeżeli padają słowa o wyimaginowanej wspólnocie, to w Unii Europejskiej bardzo trudno jest cokolwiek załatwić niestety prezydent Duda mówi o wyimaginowanej wspólnocie, o wspólnocie dla naiwniaków",1.17,0.64,0.58,0.66,0.52,HAP
powinniśmy w Unii Europejskiej podejmować najważniejsze decyzje w Unii Europejskiej jesteśmy piątą potęgą,0.33,0.18,0.14,0.29,0.15,HAP
"Rafał Trzaskowski, jeżeli zostanie prezydentem, pomoże rządowi w tych najważniejszych kwestiach, zwłaszcza w negocjacji pieniądze na inwestycje polityka zagraniczna dzisiaj, to przede wszystkim pieniądze na inwestycje, pieniądze dla was",0.26,0.36,0.24,0.24,0.3,ANG
"nie możemy ciągle mówić, że kapitał się musi rozwijać, kapitał musi przepływać Trzeba stawiać na polską przedsiębiorczość",1.07,0.53,0.49,0.59,0.39,HAP
"nie możemy ciągle mówić, że kapitał się musi rozwijać, kapitał musi przepływać Trzeba stawiać na polską spółdzielczość",0.99,0.52,0.48,0.54,0.39,HAP
"nie możemy ciągle mówić, że kapitał się musi rozwijać, kapitał musi przepływać Trzeba dbać o to, żeby nasze dzieci (a mam dwie córki i dwóch synów) oddychały czystym powietrzem",2.52,0.89,0.89,1.02,0.7,HAP
"Waldemar Witkowski gwarantuje, że będąc prezydentem, zawsze będę dbał o pracowników, o dzieci, o rodziców rzecz x to nasza przeszłość i przyszłość",1.67,0.79,0.83,1.0,0.68,HAP
"chcąc jakichkolwiek zmian w Polsce, musimy sobie powiedzieć prawdę x prezydent nie może być politykiem związanym z partiami",1.52,0.99,0.91,1.12,0.85,HAP
"chcąc jakichkolwiek zmian w Polsce, musimy sobie powiedzieć prawdę x prezydent musi w swoim życiu udowodnić, że potrafi być gospodarzem",1.45,0.85,0.83,1.03,0.67,HAP
